date,model,office,state,party,candidate,win_prob,est_diff,est_share,est_share_2p
2016-10-03,predictwise_overall,P,OK,D,CLINTON,0.0,,,
2016-10-03,predictwise_overall,P,OK,R,TRUMP,1.0,,,
2016-10-03,predictwise_overall,P,OR,D,CLINTON,0.99,,,
2016-10-03,predictwise_overall,P,OR,R,TRUMP,0.01,,,
2016-10-03,predictwise_overall,P,PA,D,CLINTON,0.88,,,
2016-10-03,predictwise_overall,P,PA,R,TRUMP,0.12,,,
2016-10-03,predictwise_overall,P,RI,D,CLINTON,1.0,,,
2016-10-03,predictwise_overall,P,RI,R,TRUMP,0.0,,,
2016-10-03,predictwise_overall,P,SC,D,CLINTON,0.03,,,
2016-10-03,predictwise_overall,P,SC,R,TRUMP,0.97,,,
2016-10-03,predictwise_overall,P,SD,D,CLINTON,0.0,,,
2016-10-03,predictwise_overall,P,SD,R,TRUMP,1.0,,,
2016-10-03,predictwise_overall,P,TN,D,CLINTON,0.01,,,
2016-10-03,predictwise_overall,P,TN,R,TRUMP,0.99,,,
2016-10-03,predictwise_overall,P,TX,D,CLINTON,0.02,,,
2016-10-03,predictwise_overall,P,TX,R,TRUMP,0.98,,,
2016-10-03,predictwise_overall,P,UT,D,CLINTON,0.01,,,
2016-10-03,predictwise_overall,P,UT,R,TRUMP,0.99,,,
2016-10-03,predictwise_overall,P,VA,D,CLINTON,0.92,,,
2016-10-03,predictwise_overall,P,VA,R,TRUMP,0.08,,,
2016-10-03,predictwise_overall,P,VT,D,CLINTON,1.0,,,
2016-10-03,predictwise_overall,P,VT,R,TRUMP,0.0,,,
2016-10-03,predictwise_overall,P,WA,D,CLINTON,0.99,,,
2016-10-03,predictwise_overall,P,WA,R,TRUMP,0.01,,,
2016-10-03,predictwise_overall,P,WI,D,CLINTON,0.92,,,
2016-10-03,predictwise_overall,P,WI,R,TRUMP,0.08,,,
2016-10-03,predictwise_overall,P,WV,D,CLINTON,0.0,,,
2016-10-03,predictwise_overall,P,WV,R,TRUMP,1.0,,,
2016-10-03,predictwise_overall,P,WY,D,CLINTON,0.0,,,
2016-10-03,predictwise_overall,P,WY,R,TRUMP,1.0,,,
2016-10-03,predictwise_overall,S,AK,D,,0.01,,,
2016-10-03,predictwise_overall,S,AK,R,,0.99,,,
2016-10-03,predictwise_overall,S,AL,D,,0.01,,,
2016-10-03,predictwise_overall,S,AL,R,,0.99,,,
2016-10-03,predictwise_overall,S,AR,D,,0.01,,,
2016-10-03,predictwise_overall,S,AR,R,,0.99,,,
2016-10-03,predictwise_overall,S,AZ,D,,0.09,,,
2016-10-03,predictwise_overall,S,AZ,R,,0.91,,,
2016-10-03,predictwise_overall,S,CA,D,,1.0,,,
2016-10-03,predictwise_overall,S,CA,R,,0.0,,,
2016-10-03,predictwise_overall,S,CO,D,,0.93,,,
2016-10-03,predictwise_overall,S,CO,R,,0.07,,,
2016-10-03,predictwise_overall,S,CT,D,,0.99,,,
2016-10-03,predictwise_overall,S,CT,R,,0.01,,,
2016-10-03,predictwise_overall,S,FL,D,,0.16,,,
2016-10-03,predictwise_overall,S,FL,R,,0.84,,,
2016-10-03,predictwise_overall,S,GA,D,,0.03,,,
2016-10-03,predictwise_overall,S,GA,R,,0.97,,,
2016-10-03,predictwise_overall,S,HI,D,,1.0,,,
2016-10-03,predictwise_overall,S,HI,R,,0.0,,,
2016-10-03,predictwise_overall,S,IA,D,,0.05,,,
2016-10-03,predictwise_overall,S,IA,R,,0.95,,,
2016-10-03,predictwise_overall,S,ID,D,,0.01,,,
2016-10-03,predictwise_overall,S,ID,R,,0.99,,,
2016-10-03,predictwise_overall,S,IL,D,,0.84,,,
2016-10-03,predictwise_overall,S,IL,R,,0.16,,,
2016-10-03,predictwise_overall,S,IN,D,,0.71,,,
2016-10-03,predictwise_overall,S,IN,R,,0.29,,,
2016-10-03,predictwise_overall,S,KS,D,,0.01,,,
2016-10-03,predictwise_overall,S,KS,R,,0.99,,,
2016-10-03,predictwise_overall,S,KY,D,,0.05,,,
2016-10-03,predictwise_overall,S,KY,R,,0.95,,,
2016-10-03,predictwise_overall,S,LA,D,,0.11,,,
2016-10-03,predictwise_overall,S,LA,R,,0.89,,,
2016-10-03,predictwise_overall,S,MD,D,,0.99,,,
2016-10-03,predictwise_overall,S,MD,R,,0.01,,,
2016-10-03,predictwise_overall,S,MO,D,,0.26,,,
2016-10-03,predictwise_overall,S,MO,R,,0.74,,,
2016-10-03,predictwise_overall,S,NC,D,,0.4,,,
2016-10-03,predictwise_overall,S,NC,R,,0.6,,,
2016-10-03,predictwise_overall,S,ND,D,,0.01,,,
2016-10-03,predictwise_overall,S,ND,R,,0.99,,,
2016-10-03,predictwise_overall,S,NH,D,,0.49,,,
2016-10-03,predictwise_overall,S,NH,R,,0.51,,,
2016-10-03,predictwise_overall,S,NV,D,,0.45,,,
2016-10-03,predictwise_overall,S,NV,R,,0.55,,,
2016-10-03,predictwise_overall,S,NY,D,,1.0,,,
2016-10-03,predictwise_overall,S,NY,R,,0.0,,,
2016-10-03,predictwise_overall,S,OH,D,,0.09,,,
2016-10-03,predictwise_overall,S,OH,R,,0.91,,,
2016-10-03,predictwise_overall,S,OK,D,,0.01,,,
2016-10-03,predictwise_overall,S,OK,R,,0.99,,,
2016-10-03,predictwise_overall,S,OR,D,,0.99,,,
2016-10-03,predictwise_overall,S,OR,R,,0.01,,,
2016-10-03,predictwise_overall,S,PA,D,,0.63,,,
2016-10-03,predictwise_overall,S,PA,R,,0.37,,,
2016-10-03,predictwise_overall,S,SC,D,,0.03,,,
2016-10-03,predictwise_overall,S,SC,R,,0.97,,,
2016-10-03,predictwise_overall,S,SD,D,,0.0,,,
2016-10-03,predictwise_overall,S,SD,R,,1.0,,,
2016-10-03,predictwise_overall,S,UT,D,,0.01,,,
2016-10-03,predictwise_overall,S,UT,R,,0.99,,,
2016-10-03,predictwise_overall,S,VT,D,,1.0,,,
2016-10-03,predictwise_overall,S,VT,R,,0.0,,,
2016-10-03,predictwise_overall,S,WA,D,,0.99,,,
2016-10-03,predictwise_overall,S,WA,R,,0.01,,,
2016-10-03,predictwise_overall,S,WI,D,,0.86,,,
2016-10-03,predictwise_overall,S,WI,R,,0.14,,,
2016-10-04,predictwise_overall,P,AK,D,CLINTON,0.01,,,
2016-10-04,predictwise_overall,P,AK,R,TRUMP,0.99,,,
2016-10-04,predictwise_overall,P,AL,D,CLINTON,0.0,,,
2016-10-04,predictwise_overall,P,AL,R,TRUMP,1.0,,,
2016-10-04,predictwise_overall,P,AR,D,CLINTON,0.0,,,
2016-10-04,predictwise_overall,P,AR,R,TRUMP,1.0,,,
2016-10-04,predictwise_overall,P,AZ,D,CLINTON,0.15,,,
2016-10-04,predictwise_overall,P,AZ,R,TRUMP,0.85,,,
2016-10-04,predictwise_overall,P,CA,D,CLINTON,1.0,,,
2016-10-04,predictwise_overall,P,CA,R,TRUMP,0.0,,,
2016-10-04,predictwise_overall,P,CO,D,CLINTON,0.9,,,
2016-10-04,predictwise_overall,P,CO,R,TRUMP,0.1,,,
2016-10-04,predictwise_overall,P,CT,D,CLINTON,1.0,,,
2016-10-04,predictwise_overall,P,CT,R,TRUMP,0.0,,,
2016-10-04,predictwise_overall,P,DC,D,CLINTON,1.0,,,
2016-10-04,predictwise_overall,P,DC,R,TRUMP,0.0,,,
2016-10-04,predictwise_overall,P,DE,D,CLINTON,1.0,,,
2016-10-04,predictwise_overall,P,DE,R,TRUMP,0.0,,,
2016-10-04,predictwise_overall,P,FL,D,CLINTON,0.72,,,
2016-10-04,predictwise_overall,P,FL,R,TRUMP,0.28,,,
2016-10-04,predictwise_overall,P,GA,D,CLINTON,0.1,,,
2016-10-04,predictwise_overall,P,GA,R,TRUMP,0.9,,,
2016-10-04,predictwise_overall,P,HI,D,CLINTON,1.0,,,
2016-10-04,predictwise_overall,P,HI,R,TRUMP,0.0,,,
2016-10-04,predictwise_overall,P,IA,D,CLINTON,0.39,,,
2016-10-04,predictwise_overall,P,IA,R,TRUMP,0.61,,,
2016-10-04,predictwise_overall,P,ID,D,CLINTON,0.0,,,
2016-10-04,predictwise_overall,P,ID,R,TRUMP,1.0,,,
2016-10-04,predictwise_overall,P,IL,D,CLINTON,1.0,,,
2016-10-04,predictwise_overall,P,IL,R,TRUMP,0.0,,,
2016-10-04,predictwise_overall,P,IN,D,CLINTON,0.03,,,
2016-10-04,predictwise_overall,P,IN,R,TRUMP,0.97,,,
2016-10-04,predictwise_overall,P,KS,D,CLINTON,0.01,,,
2016-10-04,predictwise_overall,P,KS,R,TRUMP,0.99,,,
2016-10-04,predictwise_overall,P,KY,D,CLINTON,0.01,,,
2016-10-04,predictwise_overall,P,KY,R,TRUMP,0.99,,,
2016-10-04,predictwise_overall,P,LA,D,CLINTON,0.01,,,
2016-10-04,predictwise_overall,P,LA,R,TRUMP,0.99,,,
2016-10-04,predictwise_overall,P,MA,D,CLINTON,1.0,,,
2016-10-04,predictwise_overall,P,MA,R,TRUMP,0.0,,,
2016-10-04,predictwise_overall,P,MD,D,CLINTON,1.0,,,
2016-10-04,predictwise_overall,P,MD,R,TRUMP,0.0,,,
2016-10-04,predictwise_overall,P,ME,D,CLINTON,0.95,,,
2016-10-04,predictwise_overall,P,ME,R,TRUMP,0.05,,,
2016-10-04,predictwise_overall,P,MI,D,CLINTON,0.94,,,
2016-10-04,predictwise_overall,P,MI,R,TRUMP,0.06,,,
2016-10-04,predictwise_overall,P,MN,D,CLINTON,0.96,,,
2016-10-04,predictwise_overall,P,MN,R,TRUMP,0.04,,,
2016-10-04,predictwise_overall,P,MO,D,CLINTON,0.05,,,
2016-10-04,predictwise_overall,P,MO,R,TRUMP,0.95,,,
2016-10-04,predictwise_overall,P,MS,D,CLINTON,0.0,,,
2016-10-04,predictwise_overall,P,MS,R,TRUMP,1.0,,,
2016-10-04,predictwise_overall,P,MT,D,CLINTON,0.07,,,
2016-10-04,predictwise_overall,P,MT,R,TRUMP,0.93,,,
2016-10-04,predictwise_overall,P,NC,D,CLINTON,0.63,,,
2016-10-04,predictwise_overall,P,NC,R,TRUMP,0.37,,,
2016-10-04,predictwise_overall,P,ND,D,CLINTON,0.0,,,
2016-10-04,predictwise_overall,P,ND,R,TRUMP,1.0,,,
2016-10-04,predictwise_overall,P,NE,D,CLINTON,0.0,,,
2016-10-04,predictwise_overall,P,NE,R,TRUMP,1.0,,,
2016-10-04,predictwise_overall,P,NH,D,CLINTON,0.93,,,
2016-10-04,predictwise_overall,P,NH,R,TRUMP,0.07,,,
2016-10-04,predictwise_overall,P,NJ,D,CLINTON,1.0,,,
2016-10-04,predictwise_overall,P,NJ,R,TRUMP,0.0,,,
2016-10-04,predictwise_overall,P,NM,D,CLINTON,0.96,,,
2016-10-04,predictwise_overall,P,NM,R,TRUMP,0.04,,,
2016-10-04,predictwise_overall,P,NV,D,CLINTON,0.71,,,
2016-10-04,predictwise_overall,P,NV,R,TRUMP,0.29,,,
2016-10-04,predictwise_overall,P,NY,D,CLINTON,1.0,,,
2016-10-04,predictwise_overall,P,NY,R,TRUMP,0.0,,,
2016-10-04,predictwise_overall,P,OH,D,CLINTON,0.46,,,
2016-10-04,predictwise_overall,P,OH,R,TRUMP,0.54,,,
2016-10-04,predictwise_overall,P,OK,D,CLINTON,0.0,,,
2016-10-04,predictwise_overall,P,OK,R,TRUMP,1.0,,,
2016-10-04,predictwise_overall,P,OR,D,CLINTON,0.99,,,
2016-10-04,predictwise_overall,P,OR,R,TRUMP,0.01,,,
2016-10-04,predictwise_overall,P,PA,D,CLINTON,0.91,,,
2016-10-04,predictwise_overall,P,PA,R,TRUMP,0.09,,,
2016-10-04,predictwise_overall,P,RI,D,CLINTON,1.0,,,
2016-10-04,predictwise_overall,P,RI,R,TRUMP,0.0,,,
2016-10-04,predictwise_overall,P,SC,D,CLINTON,0.03,,,
2016-10-04,predictwise_overall,P,SC,R,TRUMP,0.97,,,
2016-10-04,predictwise_overall,P,SD,D,CLINTON,0.0,,,
2016-10-04,predictwise_overall,P,SD,R,TRUMP,1.0,,,
2016-10-04,predictwise_overall,P,TN,D,CLINTON,0.01,,,
2016-10-04,predictwise_overall,P,TN,R,TRUMP,0.99,,,
2016-10-04,predictwise_overall,P,TX,D,CLINTON,0.02,,,
2016-10-04,predictwise_overall,P,TX,R,TRUMP,0.98,,,
2016-10-04,predictwise_overall,P,UT,D,CLINTON,0.01,,,
2016-10-04,predictwise_overall,P,UT,R,TRUMP,0.99,,,
2016-10-04,predictwise_overall,P,VA,D,CLINTON,0.94,,,
2016-10-04,predictwise_overall,P,VA,R,TRUMP,0.06,,,
2016-10-04,predictwise_overall,P,VT,D,CLINTON,1.0,,,
2016-10-04,predictwise_overall,P,VT,R,TRUMP,0.0,,,
2016-10-04,predictwise_overall,P,WA,D,CLINTON,0.99,,,
2016-10-04,predictwise_overall,P,WA,R,TRUMP,0.01,,,
2016-10-04,predictwise_overall,P,WI,D,CLINTON,0.92,,,
2016-10-04,predictwise_overall,P,WI,R,TRUMP,0.08,,,
2016-10-04,predictwise_overall,P,WV,D,CLINTON,0.0,,,
2016-10-04,predictwise_overall,P,WV,R,TRUMP,1.0,,,
2016-10-04,predictwise_overall,P,WY,D,CLINTON,0.0,,,
2016-10-04,predictwise_overall,P,WY,R,TRUMP,1.0,,,
2016-10-04,predictwise_overall,S,AK,D,,0.01,,,
2016-10-04,predictwise_overall,S,AK,R,,0.99,,,
2016-10-04,predictwise_overall,S,AL,D,,0.01,,,
2016-10-04,predictwise_overall,S,AL,R,,0.99,,,
2016-10-04,predictwise_overall,S,AR,D,,0.01,,,
2016-10-04,predictwise_overall,S,AR,R,,0.99,,,
2016-10-04,predictwise_overall,S,AZ,D,,0.07,,,
2016-10-04,predictwise_overall,S,AZ,R,,0.93,,,
2016-10-04,predictwise_overall,S,CA,D,,1.0,,,
2016-10-04,predictwise_overall,S,CA,R,,0.0,,,
2016-10-04,predictwise_overall,S,CO,D,,0.95,,,
2016-10-04,predictwise_overall,S,CO,R,,0.05,,,
2016-10-04,predictwise_overall,S,CT,D,,0.99,,,
2016-10-04,predictwise_overall,S,CT,R,,0.01,,,
2016-10-04,predictwise_overall,S,FL,D,,0.15,,,
2016-10-04,predictwise_overall,S,FL,R,,0.85,,,
2016-10-04,predictwise_overall,S,GA,D,,0.03,,,
2016-10-04,predictwise_overall,S,GA,R,,0.97,,,
2016-10-04,predictwise_overall,S,HI,D,,1.0,,,
2016-10-04,predictwise_overall,S,HI,R,,0.0,,,
2016-10-04,predictwise_overall,S,IA,D,,0.05,,,
2016-10-04,predictwise_overall,S,IA,R,,0.95,,,
2016-10-04,predictwise_overall,S,ID,D,,0.01,,,
2016-10-04,predictwise_overall,S,ID,R,,0.99,,,
2016-10-04,predictwise_overall,S,IL,D,,0.84,,,
2016-10-04,predictwise_overall,S,IL,R,,0.16,,,
2016-10-04,predictwise_overall,S,IN,D,,0.7,,,
2016-10-04,predictwise_overall,S,IN,R,,0.3,,,
2016-10-04,predictwise_overall,S,KS,D,,0.01,,,
2016-10-04,predictwise_overall,S,KS,R,,0.99,,,
2016-10-04,predictwise_overall,S,KY,D,,0.05,,,
2016-10-04,predictwise_overall,S,KY,R,,0.95,,,
2016-10-04,predictwise_overall,S,LA,D,,0.08,,,
2016-10-04,predictwise_overall,S,LA,R,,0.92,,,
2016-10-04,predictwise_overall,S,MD,D,,0.99,,,
2016-10-04,predictwise_overall,S,MD,R,,0.01,,,
2016-10-04,predictwise_overall,S,MO,D,,0.26,,,
2016-10-04,predictwise_overall,S,MO,R,,0.74,,,
2016-10-04,predictwise_overall,S,NC,D,,0.46,,,
2016-10-04,predictwise_overall,S,NC,R,,0.54,,,
2016-10-04,predictwise_overall,S,ND,D,,0.01,,,
2016-10-04,predictwise_overall,S,ND,R,,0.99,,,
2016-10-04,predictwise_overall,S,NH,D,,0.58,,,
2016-10-04,predictwise_overall,S,NH,R,,0.42,,,
2016-10-04,predictwise_overall,S,NV,D,,0.48,,,
2016-10-04,predictwise_overall,S,NV,R,,0.52,,,
2016-10-04,predictwise_overall,S,NY,D,,1.0,,,
2016-10-04,predictwise_overall,S,NY,R,,0.0,,,
2016-10-04,predictwise_overall,S,OH,D,,0.09,,,
2016-10-04,predictwise_overall,S,OH,R,,0.91,,,
2016-10-04,predictwise_overall,S,OK,D,,0.01,,,
2016-10-04,predictwise_overall,S,OK,R,,0.99,,,
2016-10-04,predictwise_overall,S,OR,D,,0.99,,,
2016-10-04,predictwise_overall,S,OR,R,,0.01,,,
2016-10-04,predictwise_overall,S,PA,D,,0.66,,,
2016-10-04,predictwise_overall,S,PA,R,,0.34,,,
2016-10-04,predictwise_overall,S,SC,D,,0.03,,,
2016-10-04,predictwise_overall,S,SC,R,,0.97,,,
2016-10-04,predictwise_overall,S,SD,D,,0.0,,,
2016-10-04,predictwise_overall,S,SD,R,,1.0,,,
2016-10-04,predictwise_overall,S,UT,D,,0.01,,,
2016-10-04,predictwise_overall,S,UT,R,,0.99,,,
2016-10-04,predictwise_overall,S,VT,D,,1.0,,,
2016-10-04,predictwise_overall,S,VT,R,,0.0,,,
2016-10-04,predictwise_overall,S,WA,D,,0.99,,,
2016-10-04,predictwise_overall,S,WA,R,,0.01,,,
2016-10-04,predictwise_overall,S,WI,D,,0.87,,,
2016-10-04,predictwise_overall,S,WI,R,,0.13,,,
2016-10-05,predictwise_overall,P,AK,D,CLINTON,0.01,,,
2016-10-05,predictwise_overall,P,AK,R,TRUMP,0.99,,,
2016-10-05,predictwise_overall,P,AL,D,CLINTON,0.0,,,
2016-10-05,predictwise_overall,P,AL,R,TRUMP,1.0,,,
2016-10-05,predictwise_overall,P,AR,D,CLINTON,0.0,,,
2016-10-05,predictwise_overall,P,AR,R,TRUMP,1.0,,,
2016-10-05,predictwise_overall,P,AZ,D,CLINTON,0.17,,,
2016-10-05,predictwise_overall,P,AZ,R,TRUMP,0.83,,,
2016-10-05,predictwise_overall,P,CA,D,CLINTON,1.0,,,
2016-10-05,predictwise_overall,P,CA,R,TRUMP,0.0,,,
2016-10-05,predictwise_overall,P,CO,D,CLINTON,0.92,,,
2016-10-05,predictwise_overall,P,CO,R,TRUMP,0.08,,,
2016-10-05,predictwise_overall,P,CT,D,CLINTON,1.0,,,
2016-10-05,predictwise_overall,P,CT,R,TRUMP,0.0,,,
2016-10-05,predictwise_overall,P,DC,D,CLINTON,1.0,,,
2016-10-05,predictwise_overall,P,DC,R,TRUMP,0.0,,,
2016-10-05,predictwise_overall,P,DE,D,CLINTON,1.0,,,
2016-10-05,predictwise_overall,P,DE,R,TRUMP,0.0,,,
2016-10-05,predictwise_overall,P,FL,D,CLINTON,0.71,,,
2016-10-05,predictwise_overall,P,FL,R,TRUMP,0.29,,,
2016-10-05,predictwise_overall,P,GA,D,CLINTON,0.1,,,
2016-10-05,predictwise_overall,P,GA,R,TRUMP,0.9,,,
2016-10-05,predictwise_overall,P,HI,D,CLINTON,1.0,,,
2016-10-05,predictwise_overall,P,HI,R,TRUMP,0.0,,,
2016-10-05,predictwise_overall,P,IA,D,CLINTON,0.43,,,
2016-10-05,predictwise_overall,P,IA,R,TRUMP,0.57,,,
2016-10-05,predictwise_overall,P,ID,D,CLINTON,0.0,,,
2016-10-05,predictwise_overall,P,ID,R,TRUMP,1.0,,,
2016-10-05,predictwise_overall,P,IL,D,CLINTON,1.0,,,
2016-10-05,predictwise_overall,P,IL,R,TRUMP,0.0,,,
2016-10-05,predictwise_overall,P,IN,D,CLINTON,0.03,,,
2016-10-05,predictwise_overall,P,IN,R,TRUMP,0.97,,,
2016-10-05,predictwise_overall,P,KS,D,CLINTON,0.01,,,
2016-10-05,predictwise_overall,P,KS,R,TRUMP,0.99,,,
2016-10-05,predictwise_overall,P,KY,D,CLINTON,0.01,,,
2016-10-05,predictwise_overall,P,KY,R,TRUMP,0.99,,,
2016-10-05,predictwise_overall,P,LA,D,CLINTON,0.01,,,
2016-10-05,predictwise_overall,P,LA,R,TRUMP,0.99,,,
2016-10-05,predictwise_overall,P,MA,D,CLINTON,1.0,,,
2016-10-05,predictwise_overall,P,MA,R,TRUMP,0.0,,,
2016-10-05,predictwise_overall,P,MD,D,CLINTON,1.0,,,
2016-10-05,predictwise_overall,P,MD,R,TRUMP,0.0,,,
2016-10-05,predictwise_overall,P,ME,D,CLINTON,0.96,,,
2016-10-05,predictwise_overall,P,ME,R,TRUMP,0.04,,,
2016-10-05,predictwise_overall,P,MI,D,CLINTON,0.94,,,
2016-10-05,predictwise_overall,P,MI,R,TRUMP,0.06,,,
2016-10-05,predictwise_overall,P,MN,D,CLINTON,0.96,,,
2016-10-05,predictwise_overall,P,MN,R,TRUMP,0.04,,,
2016-10-05,predictwise_overall,P,MO,D,CLINTON,0.05,,,
2016-10-05,predictwise_overall,P,MO,R,TRUMP,0.95,,,
2016-10-05,predictwise_overall,P,MS,D,CLINTON,0.0,,,
2016-10-05,predictwise_overall,P,MS,R,TRUMP,1.0,,,
2016-10-05,predictwise_overall,P,MT,D,CLINTON,0.07,,,
2016-10-05,predictwise_overall,P,MT,R,TRUMP,0.93,,,
2016-10-05,predictwise_overall,P,NC,D,CLINTON,0.64,,,
2016-10-05,predictwise_overall,P,NC,R,TRUMP,0.36,,,
2016-10-05,predictwise_overall,P,ND,D,CLINTON,0.0,,,
2016-10-05,predictwise_overall,P,ND,R,TRUMP,1.0,,,
2016-10-05,predictwise_overall,P,NE,D,CLINTON,0.0,,,
2016-10-05,predictwise_overall,P,NE,R,TRUMP,1.0,,,
2016-10-05,predictwise_overall,P,NH,D,CLINTON,0.93,,,
2016-10-05,predictwise_overall,P,NH,R,TRUMP,0.07,,,
2016-10-05,predictwise_overall,P,NJ,D,CLINTON,1.0,,,
2016-10-05,predictwise_overall,P,NJ,R,TRUMP,0.0,,,
2016-10-05,predictwise_overall,P,NM,D,CLINTON,0.96,,,
2016-10-05,predictwise_overall,P,NM,R,TRUMP,0.04,,,
2016-10-05,predictwise_overall,P,NV,D,CLINTON,0.75,,,
2016-10-05,predictwise_overall,P,NV,R,TRUMP,0.25,,,
2016-10-05,predictwise_overall,P,NY,D,CLINTON,1.0,,,
2016-10-05,predictwise_overall,P,NY,R,TRUMP,0.0,,,
2016-10-05,predictwise_overall,P,OH,D,CLINTON,0.48,,,
2016-10-05,predictwise_overall,P,OH,R,TRUMP,0.52,,,
2016-10-05,predictwise_overall,P,OK,D,CLINTON,0.0,,,
2016-10-05,predictwise_overall,P,OK,R,TRUMP,1.0,,,
2016-10-05,predictwise_overall,P,OR,D,CLINTON,0.99,,,
2016-10-05,predictwise_overall,P,OR,R,TRUMP,0.01,,,
2016-10-05,predictwise_overall,P,PA,D,CLINTON,0.9,,,
2016-10-05,predictwise_overall,P,PA,R,TRUMP,0.1,,,
2016-10-05,predictwise_overall,P,RI,D,CLINTON,1.0,,,
2016-10-05,predictwise_overall,P,RI,R,TRUMP,0.0,,,
2016-10-05,predictwise_overall,P,SC,D,CLINTON,0.03,,,
2016-10-05,predictwise_overall,P,SC,R,TRUMP,0.97,,,
2016-10-05,predictwise_overall,P,SD,D,CLINTON,0.0,,,
2016-10-05,predictwise_overall,P,SD,R,TRUMP,1.0,,,
2016-10-05,predictwise_overall,P,TN,D,CLINTON,0.01,,,
2016-10-05,predictwise_overall,P,TN,R,TRUMP,0.99,,,
2016-10-05,predictwise_overall,P,TX,D,CLINTON,0.02,,,
2016-10-05,predictwise_overall,P,TX,R,TRUMP,0.98,,,
2016-10-05,predictwise_overall,P,UT,D,CLINTON,0.01,,,
2016-10-05,predictwise_overall,P,UT,R,TRUMP,0.99,,,
2016-10-05,predictwise_overall,P,VA,D,CLINTON,0.93,,,
2016-10-05,predictwise_overall,P,VA,R,TRUMP,0.07,,,
2016-10-05,predictwise_overall,P,VT,D,CLINTON,1.0,,,
2016-10-05,predictwise_overall,P,VT,R,TRUMP,0.0,,,
2016-10-05,predictwise_overall,P,WA,D,CLINTON,0.99,,,
2016-10-05,predictwise_overall,P,WA,R,TRUMP,0.01,,,
2016-10-05,predictwise_overall,P,WI,D,CLINTON,0.92,,,
2016-10-05,predictwise_overall,P,WI,R,TRUMP,0.08,,,
2016-10-05,predictwise_overall,P,WV,D,CLINTON,0.0,,,
2016-10-05,predictwise_overall,P,WV,R,TRUMP,1.0,,,
2016-10-05,predictwise_overall,P,WY,D,CLINTON,0.0,,,
2016-10-05,predictwise_overall,P,WY,R,TRUMP,1.0,,,
2016-10-05,predictwise_overall,S,AK,D,,0.01,,,
2016-10-05,predictwise_overall,S,AK,R,,0.99,,,
2016-10-05,predictwise_overall,S,AL,D,,0.01,,,
2016-10-05,predictwise_overall,S,AL,R,,0.99,,,
2016-10-05,predictwise_overall,S,AR,D,,0.01,,,
2016-10-05,predictwise_overall,S,AR,R,,0.99,,,
2016-10-05,predictwise_overall,S,AZ,D,,0.07,,,
2016-10-05,predictwise_overall,S,AZ,R,,0.93,,,
2016-10-05,predictwise_overall,S,CA,D,,1.0,,,
2016-10-05,predictwise_overall,S,CA,R,,0.0,,,
2016-10-05,predictwise_overall,S,CO,D,,0.95,,,
2016-10-05,predictwise_overall,S,CO,R,,0.05,,,
2016-10-05,predictwise_overall,S,CT,D,,0.99,,,
2016-10-05,predictwise_overall,S,CT,R,,0.01,,,
2016-10-05,predictwise_overall,S,FL,D,,0.15,,,
2016-10-05,predictwise_overall,S,FL,R,,0.85,,,
2016-10-05,predictwise_overall,S,GA,D,,0.03,,,
2016-10-05,predictwise_overall,S,GA,R,,0.97,,,
2016-10-05,predictwise_overall,S,HI,D,,1.0,,,
2016-10-05,predictwise_overall,S,HI,R,,0.0,,,
2016-10-05,predictwise_overall,S,IA,D,,0.05,,,
2016-10-05,predictwise_overall,S,IA,R,,0.95,,,
2016-10-05,predictwise_overall,S,ID,D,,0.01,,,
2016-10-05,predictwise_overall,S,ID,R,,0.99,,,
2016-10-05,predictwise_overall,S,IL,D,,0.88,,,
2016-10-05,predictwise_overall,S,IL,R,,0.12,,,
2016-10-05,predictwise_overall,S,IN,D,,0.65,,,
2016-10-05,predictwise_overall,S,IN,R,,0.35,,,
2016-10-05,predictwise_overall,S,KS,D,,0.01,,,
2016-10-05,predictwise_overall,S,KS,R,,0.99,,,
2016-10-05,predictwise_overall,S,KY,D,,0.05,,,
2016-10-05,predictwise_overall,S,KY,R,,0.95,,,
2016-10-05,predictwise_overall,S,LA,D,,0.13,,,
2016-10-05,predictwise_overall,S,LA,R,,0.87,,,
2016-10-05,predictwise_overall,S,MD,D,,0.99,,,
2016-10-05,predictwise_overall,S,MD,R,,0.01,,,
2016-10-05,predictwise_overall,S,MO,D,,0.25,,,
2016-10-05,predictwise_overall,S,MO,R,,0.75,,,
2016-10-05,predictwise_overall,S,NC,D,,0.45,,,
2016-10-05,predictwise_overall,S,NC,R,,0.55,,,
2016-10-05,predictwise_overall,S,ND,D,,0.01,,,
2016-10-05,predictwise_overall,S,ND,R,,0.99,,,
2016-10-05,predictwise_overall,S,NH,D,,0.58,,,
2016-10-05,predictwise_overall,S,NH,R,,0.42,,,
2016-10-05,predictwise_overall,S,NV,D,,0.48,,,
2016-10-05,predictwise_overall,S,NV,R,,0.52,,,
2016-10-05,predictwise_overall,S,NY,D,,1.0,,,
2016-10-05,predictwise_overall,S,NY,R,,0.0,,,
2016-10-05,predictwise_overall,S,OH,D,,0.09,,,
2016-10-05,predictwise_overall,S,OH,R,,0.91,,,
2016-10-05,predictwise_overall,S,OK,D,,0.01,,,
2016-10-05,predictwise_overall,S,OK,R,,0.99,,,
2016-10-05,predictwise_overall,S,OR,D,,0.99,,,
2016-10-05,predictwise_overall,S,OR,R,,0.01,,,
2016-10-05,predictwise_overall,S,PA,D,,0.63,,,
2016-10-05,predictwise_overall,S,PA,R,,0.37,,,
